year,temperature,team,win_championship,is_champion
2018,1.0,Texas,0.0,0
2018,1.0,Nevada,0.0,0
2018,1.0,Houston,0.0,0
2018,1.0,Buffalo,0.0,0
2018,1.0,Purdue,0.0,0
2018,1.0,Seton Hall,0.0,0
2018,1.0,Arizona,0.0,0
2018,1.0,South Dakota St,0.0,0
2018,1.0,Missouri,0.0,0
2018,1.0,Miami,0.0,0
2018,1.0,Texas Tech,0.0,0
2018,1.0,Auburn,0.0,0
2018,1.0,Marshall,0.0,0
2018,1.0,Florida,0.0,0
2018,1.0,Alabama,0.0,0
2018,1.0,Oklahoma,0.0,0
2018,1.0,St Bonaventure,0.0,0
2018,1.0,NC State,0.0,0
2018,1.0,Rhode Island,0.0,0
2018,1.0,San Diego St,0.0,0
2018,1.0,Virginia Tech,0.0,0
2018,1.0,New Mexico St,0.0,0
2018,1.0,UNC Greensboro,0.0,0
2018,1.0,Creighton,0.0,0
2018,1.0,Davidson,0.0,0
2018,1.0,Arkansas,0.0,0
2018,1.0,Wichita St,0.0,0
2018,1.0,TCU,0.0,0
2018,1.0,College of Charleston,0.0,0
2018,1.0,Murray St,0.0,0
2018,1.0,Montana,0.0,0
2018,1.0,Georgia St,0.0,0
2018,1.0,Lipscomb,0.0,0
2018,1.0,Stephen F Austin,0.0,0
2018,1.0,UMBC,0.0,0
2018,1.0,Cal St Fullerton,0.0,0
2018,1.0,Wright St,0.0,0
2018,1.0,Pennsylvania,0.0,0
2018,1.0,Bucknell,0.0,0
2018,1.0,Iona,0.0,0
2018,1.0,Texas Southern,0.0,0
2018,1.0,Radford,0.0,0
2019,1.0,Virginia,0.8883333333333333,1
2019,1.0,Duke,0.06333333333333334,0
2019,1.0,Kentucky,0.010666666666666666,0
2019,1.0,Michigan St,0.010333333333333333,0
2019,1.0,Purdue,0.008,0
2019,1.0,Auburn,0.007,0
2019,1.0,Texas Tech,0.006333333333333333,0
2019,1.0,Gonzaga,0.002,0
2019,1.0,Michigan,0.0016666666666666668,0
2019,1.0,North Carolina,0.0013333333333333333,0
2019,1.0,Florida St,0.0003333333333333333,0
2019,1.0,Virginia Tech,0.0003333333333333333,0
2019,1.0,Ohio St,0.0003333333333333333,0
2019,1.0,LSU,0.0,0
2019,1.0,Minnesota,0.0,0
2019,1.0,Wofford,0.0,0
2019,1.0,Kansas,0.0,0
2019,1.0,Murray St,0.0,0
2019,1.0,Buffalo,0.0,0
2019,1.0,Tennessee,0.0,0
2019,1.0,Florida,0.0,0
2019,1.0,Iowa,0.0,0
2019,1.0,Oklahoma,0.0,0
2019,1.0,Houston,0.0,0
2019,1.0,Oregon,0.0,0
2019,1.0,Washington,0.0,0
2019,1.0,Baylor,0.0,0
2019,1.0,Maryland,0.0,0
2019,1.0,Mississippi St,0.0,0
2019,1.0,Kansas St,0.0,0
2019,1.0,Central Florida,0.0,0
2019,1.0,UC Irvine,0.0,0
2019,1.0,St Marys,0.0,0
2019,1.0,Iowa St,0.0,0
2019,1.0,Villanova,0.0,0
2019,1.0,Wisconsin,0.0,0
2019,1.0,Liberty,0.0,0
2019,1.0,Belmont,0.0,0
2019,1.0,VCU,0.0,0
2019,1.0,Georgia St,0.0,0
2019,1.0,Cincinnati,0.0,0
2019,1.0,Syracuse,0.0,0
2019,1.0,Louisville,0.0,0
2019,1.0,Ole Miss,0.0,0
2019,1.0,Arizona St,0.0,0
2019,1.0,Yale,0.0,0
2019,1.0,Seton Hall,0.0,0
2019,1.0,Marquette,0.0,0
2019,1.0,Utah St,0.0,0
2019,1.0,Nevada,0.0,0
2019,1.0,St Louis,0.0,0
2019,1.0,Northeastern,0.0,0
2019,1.0,Colgate,0.0,0
2019,1.0,New Mexico St,0.0,0
2019,1.0,Vermont,0.0,0
2019,1.0,Old Dominion,0.0,0
2019,1.0,Abilene Christian,0.0,0
2019,1.0,Northern Kentucky,0.0,0
2019,1.0,Montana,0.0,0
2019,1.0,North Dakota St,0.0,0
2019,1.0,Fairleigh Dickinson,0.0,0
2019,1.0,Bradley,0.0,0
2019,1.0,Iona,0.0,0
2019,1.0,Gardner Webb,0.0,0
2021,1.0,Baylor,0.9513333333333334,1
2021,1.0,USC,0.019666666666666666,0
2021,1.0,Oregon St,0.009,0
2021,1.0,Gonzaga,0.006333333333333333,0
2021,1.0,Michigan,0.006333333333333333,0
2021,1.0,UCLA,0.004666666666666667,0
2021,1.0,Arkansas,0.0013333333333333333,0
2021,1.0,Illinois,0.0006666666666666666,0
2021,1.0,Alabama,0.0003333333333333333,0
2021,1.0,Syracuse,0.0003333333333333333,0
2021,1.0,Oregon,0.0,0
2021,1.0,Houston,0.0,0
2021,1.0,Colorado,0.0,0
2021,1.0,Florida St,0.0,0
2021,1.0,LSU,0.0,0
2021,1.0,Iowa,0.0,0
2021,1.0,Rutgers,0.0,0
2021,1.0,Kansas,0.0,0
2021,1.0,Wisconsin,0.0,0
2021,1.0,Villanova,0.0,0
2021,1.0,Florida,0.0,0
2021,1.0,Creighton,0.0,0
2021,1.0,Oklahoma St,0.0,0
2021,1.0,Ohio St,0.0,0
2021,1.0,Loyola Chicago,0.0,0
2021,1.0,Ohio,0.0,0
2021,1.0,Maryland,0.0,0
2021,1.0,West Virginia,0.0,0
2021,1.0,Texas Tech,0.0,0
2021,1.0,Purdue,0.0,0
2021,1.0,Texas,0.0,0
2021,1.0,Virginia,0.0,0
2021,1.0,Missouri,0.0,0
2021,1.0,Oral Roberts,0.0,0
2021,1.0,Oklahoma,0.0,0
2021,1.0,North Texas,0.0,0
2021,1.0,Georgetown,0.0,0
2021,1.0,Utah St,0.0,0
2021,1.0,Virginia Tech,0.0,0
2021,1.0,Santa Barbara,0.0,0
2021,1.0,Abilene Christian,0.0,0
2021,1.0,Clemson,0.0,0
2021,1.0,Georgia Tech,0.0,0
2021,1.0,Morehead St,0.0,0
2021,1.0,Connecticut,0.0,0
2021,1.0,St Bonaventure,0.0,0
2021,1.0,North Carolina,0.0,0
2021,1.0,VCU,0.0,0
2021,1.0,BYU,0.0,0
2021,1.0,Cleveland St,0.0,0
2021,1.0,UNC Greensboro,0.0,0
2021,1.0,San Diego St,0.0,0
2021,1.0,Drake,0.0,0
2021,1.0,Colgate,0.0,0
2021,1.0,Winthrop,0.0,0
2021,1.0,Liberty,0.0,0
2021,1.0,Tennessee,0.0,0
2021,1.0,Eastern Washington,0.0,0
2021,1.0,Grand Canyon,0.0,0
2021,1.0,Drexel,0.0,0
2021,1.0,Iona,0.0,0
2021,1.0,Norfolk St,0.0,0
2021,1.0,Texas Southern,0.0,0
2021,1.0,Hartford,0.0,0
2022,1.0,Kansas,0.5056666666666667,1
2022,1.0,Houston,0.099,0
2022,1.0,Baylor,0.07433333333333333,0
2022,1.0,Gonzaga,0.069,0
2022,1.0,Villanova,0.06166666666666667,0
2022,1.0,Tennessee,0.045,0
2022,1.0,UCLA,0.035333333333333335,0
2022,1.0,Arizona,0.018333333333333333,0
2022,1.0,Iowa St,0.017666666666666667,0
2022,1.0,Duke,0.012666666666666666,0
2022,1.0,North Carolina,0.009,0
2022,1.0,Kentucky,0.007666666666666666,0
2022,1.0,Miami,0.007666666666666666,0
2022,1.0,Texas Tech,0.006333333333333333,0
2022,1.0,Arkansas,0.006,0
2022,1.0,Michigan,0.005666666666666667,0
2022,1.0,TCU,0.004333333333333333,0
2022,1.0,St Marys,0.004,0
2022,1.0,Purdue,0.002,0
2022,1.0,San Francisco,0.002,0
2022,1.0,Creighton,0.002,0
2022,1.0,Notre Dame,0.0016666666666666668,0
2022,1.0,Michigan St,0.001,0
2022,1.0,Murray St,0.0006666666666666666,0
2022,1.0,Iowa,0.0006666666666666666,0
2022,1.0,Virginia Tech,0.0003333333333333333,0
2022,1.0,Richmond,0.0003333333333333333,0
2022,1.0,Texas,0.0,0
2022,1.0,New Mexico St,0.0,0
2022,1.0,Memphis,0.0,0
2022,1.0,Auburn,0.0,0
2022,1.0,Wisconsin,0.0,0
2022,1.0,Providence,0.0,0
2022,1.0,Marquette,0.0,0
2022,1.0,Illinois,0.0,0
2022,1.0,Loyola Chicago,0.0,0
2022,1.0,Chattanooga,0.0,0
2022,1.0,Ohio St,0.0,0
2022,1.0,Boise St,0.0,0
2022,1.0,Alabama,0.0,0
2022,1.0,Connecticut,0.0,0
2022,1.0,South Dakota St,0.0,0
2022,1.0,Seton Hall,0.0,0
2022,1.0,San Diego St,0.0,0
2022,1.0,Indiana,0.0,0
2022,1.0,USC,0.0,0
2022,1.0,Colorado St,0.0,0
2022,1.0,Davidson,0.0,0
2022,1.0,LSU,0.0,0
2022,1.0,Yale,0.0,0
2022,1.0,Vermont,0.0,0
2022,1.0,UAB,0.0,0
2022,1.0,Georgia St,0.0,0
2022,1.0,St Peters,0.0,0
2022,1.0,Colgate,0.0,0
2022,1.0,Jacksonville St,0.0,0
2022,1.0,Cal St Fullerton,0.0,0
2022,1.0,Montana St,0.0,0
2022,1.0,Longwood,0.0,0
2022,1.0,Delaware,0.0,0
